name,rating,rating_amt,address,menu,open_hr,delivery_hr,price_scale,seat_amt,review,check_in,bookmarked,car_park,Wi-Fi,pet_allows,card_accept,delivery,for_kids,for_group
Live.aday (ลีฟอะเดย์),4.1,28,107 ถนนระแกง เชียงใหม่ (อยู่ซอยระแกง ตรงร้าน A Day in Chiangmai กำแพงดิน),"['Pearl Snow', 'Soft Chocolate', 'Live a day in winter', 'Strawberries Soft Roll', 'Red Velvet Dacquoise', 'Matcha Dacquoise', 'Choco Dacquoise']",10:00 - 17:00,,2,40,"['attentive', 'good quality', 'delicious', 'good atmosphere', 'soft', 'worth it', 'fresh', 'fragrant', 'nice-looking', 'good service', 'beautiful', 'value for money', 'lovely', 'clean']",21,184,True,True,False,False,True,,
CleverCoffee (เคลฟเวอร์คอฟฟี่),4.0,1,"311, 14 ยุหว่า สันป่าตอง เชียงใหม่ เชียงใหม่ (ถนน สันป่าตอง -แม่วาง ตรงข้ามร้านไก่แซ่บ)","['Ricciino Coffee', 'ลาเต้', 'มอคค่าช็อคชิป', 'คุกกี้แอนด์ครีม', 'เอสเพรสโซ่']",07:00 - 18:00,07:00 - 18:00,22,,[],0,0,,,,,True,,
Triplets Eat & Play,4.0,1,"613, ม.1 หางดง หางดง เชียงใหม่ เชียงใหม่ (หางดง)","['ส้มตำปูปลาร้า', 'ผัดไท', 'น้ำสตอเบอรี่ปั่น', 'พิซซ่า', 'มินิเบอร์เกอร์ละครสัตว์มหาสนุก', 'ข้าวผัดทะเล', 'Ratatouille , ราตาตุย\nสตูผักโพรวองซ์', 'Finger spring roll, เปาะเปี๊ยะทอด\nเปาะเปี๊ยะทอดสอดไส้ผักโขมกับซีส', 'Cold tapas plate , ทาปาสรวมเย็น\nฮูมมูส, ทาบูเล่ , คาเวียร์มะเขือม่วง,โยเกิร์ตกรีก, บรูเซสตร้า, ขนมปังพิต้า', 'Hummus ,ฮูมมูส\nถั่วลูกไก่บดเสริฟพร้อมขนมปังพิต้า']",11:00 - 20:00,,2,80,[],0,0,True,True,,,True,,
MAMA Sandwich แซนวิชโบราณ ๒๕๖๓,4.3,11,14 ถนน นิมมานเหมินท์ ซอย 3 เชียงใหม่ (นิมมานเหมินท์ ซอย 3 เข้ามาสุดซอย เลี้ยวขวาเล็กน้อย ร้านอยู่ซ้ายมือ),"['แซนวิชหมูหยองน้ำสลัดโบราณ\nแซนวิชหมูหยองน้ำสลัดโบราณ สูตรอร่อยของมาม๊า ทำสดใหม่ วันต่อวัน 💛🥪 •แช่เย็นเก็บได้นาน1สัปดาห์ •แนะนำให้อุ่นร้อนก่อนทานเพื่อเพิ่มความอร่อย (เข้าเวฟ1นาที)', 'แซนวิชโบราณวาฟเฟิ้ลตู้มต้าม\nแซนวิชโบราณวาฟเฟิ้ลอบร้อน ชุ่มฉ่ำด้วยน้ำสลัดโบราณของมาม๊า ไส้แน่นๆหมูหยองตู้มๆ แฮม ไข่ดาว ชีสเยิ้มๆ ทำสดใหม่ทุกๆออเดอร์จ้า อร่อยฟินสุดๆไปเลย💛🥪', 'Grilled Ham & Cheese Clssic Sandwich.\nกริลล์แฮมชีสแซนวิช - แฮม , ชีส 2ชนิด , มาโย , ขนมปังนุ่มๆ', 'Grilled Tuna Mayo & Cheese Clssic Sandwich.\nTuna Mayo , ชีส2ชนิด , ขนมปังสไลด์', ""Mama's Chutney\nแฮม ,ชีส , มะเขือเทศชัดนี่ 🍅 ( ซอสมะเขือเทศผัดสูตรมาม๊า )"", 'โทสไข่ ชีส มาโย (มังสวิรัติ)\nแซนวิชอบร้อน ไส้ไข่ ชีสสส มาโย 🍳🧀🍞', 'Carrot Cake Creamcheese Frosting\nเค้กแครอทนัวๆ สูตรนี้ของมาม๊า เพื่อนๆพี่ๆน้องๆชอบทานค่ะ 🥕✨ ตัวเค้กมีส่วนผสมของแครอท ตัดเปรี้ยวๆหวานๆด้วยลูกเกด ปาดด้วยครีมชีสแบบหนาๆค่ะ😁']",08:00 - 16:00,09:00 - 15:30,1,40,"['fragrant', 'delicious']",0,0,True,True,False,False,True,True,True
50% Fifty Percent,4.4,2,41 ถนน สุขเกษม ตำบลช้างเผือก อำเภอเมืองเชียงใหม่ เชียงใหม่ ประเทศไทย เชียงใหม่,"['Melt Mallow', 'Latte\nลาเต้ - เย็น', 'Bitter Brown', 'Hot - Espresso\nเอสเพรสโซ่ - ร้อน', 'Mocha Blanc']",09:00 - 17:00,09:00 - 17:00,1,,"['attentive', 'fresh', 'lovely', 'delicious']",0,0,,False,,,True,,
นลินบ้าบิ่นมะพร้าวอ่อน,4.0,1,"34 ม 6, ถนน สันกำแพง สันกำแพง เชียงใหม่ เชียงใหม่","['กล้วยแท่งหนึบ', 'วาฟเฟิลบ้าบิ่น มะพร้าวอ่อนและข้าวโพด\nหวานน้อย หอมมัน กรอบนอกนุ่มใน', 'วาฟเฟิลบ้าบิ่นมะพร้าวอ่อนและข้าวโพด กล่องใหญ่\nวาฟเฟิล 2 แผ่น อบกรอบนอกนุ่มใน หวานน้อย หอมมัน', 'วาฟเฟิลบ้าบิ่นมะพร้าวอ่อน กล่องเล็ก', 'วาฟเฟิลบ้าบิ่นมะพร้าวอ่อน กล่องใหญ่']",11:00 - 19:00,11:00 - 19:00,1,,"['attentive', 'soft', 'delicious']",0,0,,,,False,True,,
ShaPel Cafe กาแฟและเครื่องดื่ม (ชาเพล คาเฟ่),4.0,1,"263, มูลเมือง ศรีภูมิ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่","['Brownie chocolate roll\nบราวนี่ช็อกโกแลตโรล', 'Korean Strawberry Milk\nโฮมเมดนมสดสตรอว์เบอร์รี่ สไตล์เกาหลี', 'Ice Chocolate\nช็อกโกแลตเย็นเข้มข้น สูตรพิเศษของร้าน', 'Blue ocean\nบลูโซดา', 'Ice Latte\nลาเต้ เย็น']",09:00 - 16:00,09:00 - 16:00,22,,[],0,0,True,True,,False,True,,
Mani Mani Bakery (มานิมานิ เบเกอรี่),3.8,15,59 ถนน บำรุงราษฏร์ ตำบล ช้างม่อย อำเภอเมืองเชียงใหม่ เชียงใหม่ ประเทศไทย 50000 เชียงใหม่ (ก่อนทางเข้าซายูริ),"['ขนมปังไส้เผือก', 'ขนมปังเลม่อนชีส', 'คาปูชิโน่ ร้อน', 'คาปูชิโน่ เย็น', 'อเมริกาโน่ ร้อน', 'อเมริกาโน่ เย็น', 'เอสเพรสโซ่ ร้อน']",08:00 - 19:00,,1,10,"['attentive', 'delicious', 'soft', 'enjoyable', 'ugly', 'fresh', 'warm', 'fragrant', 'beautiful', 'lovely']",3,12,True,True,,False,,True,
บอนเนอร์ ซูเคร่ - กาแฟสโลว์บาร์และบราวนี่โฮมเมด (บอนเนอร์ ซูเคร่),4.9,3,"111/9, ม. 10 ถนน Suthep Mueang Chiang Mai Chiang Mai เชียงใหม่ (ร้านอยู่ตรงข้าม 7-11 ซอยวัดอุโมงค์ หลังมช. ติดกับร้านก๋วยเตี๋ยวป้าหรั่ง)","['Cocoa Brownie\n- บราวนี่โกโก้ - 1 ชิ้น (60 กรัม) - บราวนี่เนื้อชิววี่ นุ่มหนึบ หอมเข้ม เต็มรสโกโก้แท้', 'Oatmeal Chocolate Chip Cookie\n- คุกกี้โอ้ตมีลช็อกโกแลตชิพ - 1 ชิ้น (20 กรัม) - คุกกี้แบบกรอบ ทีอัดแน่นด้วยไฟเบอร์ แร่ธาตุ และวิตามินจากโอ้ตมีลบดละเอียด เพิ่มเติมความกรุบกรอบและรสชาติเข้มข้นด้วยดาร์กช็อกโกแลตชิพ', 'Chocolate Crinkle\n- คุกกี้หน้าแตก - 1 ชิ้น (20 กรัม) - คุกกี้แบบนิ่ม เนื้อคุกกี้คล้ายบราวนี่ และเคลือบผิวด้านนอกด้วยน้ำตาลไอซิ่ง']",01:00 - 01:30,01:00 - 01:30,1,10,"['attentive', 'fragrant', 'delicious']",0,0,True,True,True,False,True,True,
Bella's Bakes Home Cafe,3.5,2,"108, บ่อสร้าง ซอย6 ต้นเปา สันกำแพง เชียงใหม่ เชียงใหม่","['เค้กมะพร้าว', 'popcorn milk', 'Caramel Cocoa', 'นมชมพู', 'Peach americano']",10:00 - 16:00,08:30 - 17:00,1,10,"['attentive', 'soft', 'fragrant']",0,0,True,True,True,False,True,,
Minimal Coffee,3.0,1,"21/51, ช่างเคี่ยน-เจ็ดยอด ช้างเผือก เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (ใต้หอพักเจ็ดยอดคอนเนอร์)","['Orange presso\nน้ำส้มคั้นสด x espresso', 'Minimal thaistyle', 'Black vanila', 'Latte', 'Orange presso\nน้ำส้มคั้นสด x espresso', 'Caramel milk']",07:30 - 16:00,08:00 - 16:30,1,,[],0,0,,,,,True,,
Oh~ 빵 โอปัง(Korean Bakery) (ร้านขนมปังเกาหลี โอปัง),3.7,4,เชียงใหม่บิสสิเนสพาร์ค ซอย 5 ตำบลหนองป่าครั่ง อำเภอเมืองเชียงใหม่ เชียงใหม่ ประเทศไทย เชียงใหม่ (ร้าเบเกอรี่สีเหลือง อยู่ตรงข้ามร้านชาบูกุ หลังบิ๊กซีเอ็กตร้า),,09:00 - 21:30,,1,10,"['soft', 'fresh', 'delicious']",0,0,True,True,True,False,,True,True
BAKE & BITE (เบคแอนด์ไบท์),4.2,18,"6/6, ซอยแก้วนวรัฐ 3/3 เชียงใหม่ (เลี้ยวเข้าซอยแก้วนวรัฐซอย 3 ตรงเข้ามาแล้วเลี้ยวซ้ายเข้าซอยร้านครัวต้นหว้า ตรงเข้าไปจนสุดซอยจะเจอร้านที่ทางตัน)","['Set Breakfast', 'Quiche Lorraine', 'Healthy Set', 'Breakfast burrito', 'มอคค่าร้อน', 'แพนเค้กเบคอนไข่ดาว', 'Enchilada', 'มัฟฟินบลูเบอร์รี่', 'Hash Brown', 'egg florentine']",08:00 - 15:00,,2,40,"['attentive', 'adorable', 'delicious', 'soft', 'worth it', 'fresh', 'tasty', 'warm', 'fragrant', 'beautiful', 'value for money', 'affordable', 'lovely']",14,39,True,True,False,False,,True,True
Lydia&Samit,3.0,5,117/230 ม.12 ถ.เชียงใหม่-หางดง ต.ป่าแดด อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100 เชียงใหม่,"['Chocolate Cereal Healthy Cookies', 'Muesli\n100 g.', 'Macadamia Chocolate\n75 g.', 'Chocolate Cereal\n100 g.', 'Cashew Nuts\n75 g.']",10:00 - 17:00,,1,ไม่มีที่นั่ง/จัดส่งเท่านั้น,"['attentive', 'delicious']",0,0,True,False,,False,True,,
ขนม นม ข้าว by : นั่งเล่น คาเฟ่ (ขนม นม ข้าว (นั่งเล่น คาเฟ่)),4.4,3,"65/93, หมุ่บ้านฮิลล์ไซด์โฮม2 ม.10 สันกำแพง สันกำแพง เชียงใหม่ เชียงใหม่ (ในม.ฮิลล์ไซด์โฮม2 ซอยวัดพระนอนแม่ปูคา(ซอยสวนน้ำทรูปเทรค))","['ข้าวราดกะเพราหมูสับ\nข้าวกะเพราหมูสับ สูตรดั้งเดิม อร่อย ได้เยอะ อิ่มแน่นอน', 'ข้าวราดเนื้อสับกระเทียม', 'ข้าวราดหมูสับกระเทียม\nข้าวราดหมูสับกระเทียมพริกไทย หอมอร่อย ได้เยอะ', 'ข้าวราดกะเพราเนื้อสับ\nข้าวราดกะเพราเนื้อวัว สูตรดั้งเดิม', 'ข้าวราดไข่เจียวทรงเครื่อง']",11:00 - 20:00,11:00 - 20:00,1,10,"['soft', 'value for money', 'attentive', 'delicious']",0,0,True,True,True,False,True,True,
Sugar & Eggs (ชูการ์ แอนด์ เอ้กส์),4.0,1,"121, หมู่ 5 ฟ้าฮ่าม เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (ตั้งอยู่บนชัั้น 2 ของ โรงแรม The Rise Suites)","['Crispy Chicken Avocado Salad', 'Grilled Salmon Salad', 'Peanut butter cookie', 'Matcha Banoffee\nบานอฟฟี่ครีมชาเขียวมัทฉะเข้มข้นจากญี่ปุ่น', 'Grilled Vegetable Quesadilla (V.)\nเคซาดิย่าผักย่าง']",10:00 - 21:00,10:00 - 21:00,2,40,"['enjoyable', 'lovely']",0,0,True,True,False,True,True,True,True
วาฟเฟิลฟูล,4.0,2,"1/5 ถ.สุเทพ ต.สุเทพ อ.เมืองเชียงใหม่ เชียงใหม่ 50200 เชียงใหม่
","['บับเบิ้ลวาฟเฟิลออริจินัล\nวาฟเฟิลสไตล์เกาหลี แป้งวนิลาหนานุ่ม', 'บราวนี่กรอบ\nบราวนี่กรอบ 80 กรัม (มี 7 แพคเล็ก/กระปุก) สามารถเก็บได้นานถึง 3 เดือน', 'บับเบิ้ลวาฟเฟิล+ช็อคชิพ\nวาฟเฟิลบับเบิ้ล แป้งหนานุ่ม ละมุ่นลิ้น ไส้ช็อคชิพ', 'วาฟเฟิลฮ่องกง ไส้ชีสสสส\nสามารถเลือกไส้เพิ่มได้อีก 1 ไส้', 'วาฟเฟิลฮ่องกง 2 ไส้\nWaffleful อร่อยที่สุดเมื่อทานทันที การ Take away หลังจาก 15 นาที จะทำให้แป้งนุ่ม แต่สามารถนำไปอบในหม้อทอดไรน้ำมัน หรือ เตาอบอีกครั้ง เพื่อทำให้ขนมกลับมากรอบค่ะ', 'บับเบิ้ลวาฟเฟิลออริจินัล\nวาฟเฟิลสไตล์เกาหลี แป้งวนิลาหนานุ่ม']",12:30 - 22:00,12:30 - 22:00,2,,"['soft', 'delicious', 'beautiful']",0,0,False,,,False,True,,
Castellà Cafe (คาสเทลล่าคาเฟ่),4.0,4,"169/3, หมู่7 หนองควาย หางดง เชียงใหม่, , , , หนองควาย, หางดง, เชียงใหม่ 50230 เชียงใหม่",,07:30 - 17:00,08:00 - 17:00,1,,['no review'],0,0,True,True,False,False,True,True,
ริมธาร นั่งเล่น (Rimtarn Nunglen),3.6,101,36/4 หมู่ที่ 5 ตำบลแม่แรม อำเภอแม่ริม เชียงใหม่ (ทางขึ้นน้ำตกแม่สา),"['ชาเขียวนมเย็น', 'ปอเปี๊ยะแฮมชีส', 'ข้าวซี่โครงหมูอบ', 'หมูทอดจิ้มแจ่ว', 'ชานมเย็น', 'ชาเขียวนมสด', 'นมสดช็อคโกแลต', 'ชานมไทย', 'ข้าวไก่ทอดริมธาร', 'กีวี่ปั่น']",10:00 - 18:00,,2,80,"['attentive', 'not recommend', 'delicious', 'good atmosphere', 'soft', 'enjoyable', 'not tasty', 'fresh', 'not worth', 'fragrant', 'value for money', 'good service', 'beautiful', 'lovely', 'not cute']",41,567,True,True,True,False,,True,True
Café De Pines Chiangmai สวนสน (สวนสนคาเฟ่),3.4,13,22 หมู่18 บ้านหนองผึ้ง เชียงใหม่ (เลยทางเข้าปางช้างแม่ตะมานมา200เมตร),"['อเมริกาโนนำ้ส้ม', 'กาแฟสวนสน', 'ชาเขียว', 'ปังหน้าหมู', 'โกโก้ร้อน+เย็น', 'เอสเพรสโซ่เย็น', 'นมคาราเมล', 'ชาเขียวมัทฉะ']",08:00 - 18:00,,1,40,"['attentive', 'delicious', 'enjoyable', 'fresh', 'fragrant', 'beautiful', 'lovely']",4,13,True,True,,False,,,
Valley Coffee & Lanna Resort (อุทยานล้านนารีสอร์ท),3.5,63,"1269, ตำบลบ้านปง เชียงใหม่ (แยกหนองควายให้เลี้ยวไปทางอำเภอสะเมิง ไปราวๆ 5 กิโลเมตร ก็จะเจอร้านนี้อยู่ทางซ้ายมือภายในอุทยานล้านนารีสอร์ท)","['บรรยากาศ', 'กาแฟ ชาเขียว อิตาเลียนโซดา ยำไก่แซ่ม👍', 'latte', 'น้ำมะนาว', 'ชาเขียวเย็น', 'เครปเค้ก', 'กาแฟสดอาราบิก้า', 'คาปูชิโน่', 'อเมริกาโน่เย็น', 'บูลเบอรรี่ชีส']",08:30 - 17:30,,2,40,"['attentive', 'delicious', 'good atmosphere', 'soft', 'enjoyable', 'not tasty', 'fresh', 'warm', 'fragrant', 'good service', 'value for money', 'beautiful', 'lovely', 'tough']",27,552,True,True,False,False,,True,True
ณ ออน Bistro,4.3,11,89 ม.1 ตำบล บ้านสหกรณ์ อำเภอ แม่ออน เชียงใหม่ 50130 ประเทศไทย เชียงใหม่ (ร้านอยู่เลยเทคนิคแม่ออนมาประมาณ1กิโลเมตร),"['cream cheese flan', 'Coconut Coldbrew', 'ครีมชีส โกโก้']",08:00 - 16:00,,1,40,"['not fragrant', 'beautiful']",0,0,True,True,,,,,True
ไร่กาแฟปางร่ม,4.3,4,"ห้วยแก้ว, อ.แม่ออน เชียงใหม่ (ร้านอยู่ซ้ายมือก่อนถึงโครงการหลวงตีนตก)","['แหนมเนือง', 'ชีสเค้ก', 'ยำวุ้นเส้น', 'เฟรนช์ฟราย', 'ปอเปียะ']",08:00 - 19:00,,1,80,"['good atmosphere', 'fragrant', 'value for money', 'good service', 'lovely']",3,35,True,True,False,,,True,True
Baanpa's Cafe,4.4,10,"11/1, ป่าป้อง ดอยสะเก็ด เชียงใหม่ เชียงใหม่ (1)","['ชาเขียวเย็น', 'คาปูชิโน่เย็น', 'โกโก้เย็น', 'เครปเค้ก&เค้กชาเขียว', 'ชาพีช', 'คาปูชิโน่เย็น', 'ชาเขียวเย็น', 'เพิ่มช็อต', 'อเม+พีช', 'คุกกี้ช็อก,เนย']",08:00 - 17:00,09:00 - 17:00,1,40,"['attentive', 'delicious', 'good atmosphere', 'fresh', 'tasty', 'fragrant', 'value for money', 'good service', 'affordable', 'beautiful', 'lovely']",0,0,True,True,False,False,True,True,True
OHANA JET YOD (โอฮาน่า),3.7,6,"157/2, ซอยเจ็ดยอด-ช่างเคี่ยน, ช้างเผือก, เชียงใหม่, จ.เชียงใหม่, 50300, ประเทศไทย เชียงใหม่ (ซอยตรงข้ามทรัมคอนโดเจ็ดยอด)","['Drity', 'sparking L.A', 'Dirty Coffee', 'สปาร์คกลิ้ง แอล เอ', 'เอสเพรสโซ่(ไทยสไตล์)', 'เอสเพรสโซ่', 'อเมริกาโน่', 'คาปูชิโน่']",08:30 - 18:00,08:00 - 17:00,1,40,"['delicious', 'fresh', 'tasty', 'warm', 'good service']",0,0,True,True,,False,True,,
WEEKDAY COFFEE,3.7,3,"47/6, ซอยสามล้าน, ตำบลพระสิงห์, อำเภอเมืองเชียงใหม่, จ.เชียงใหม่, 50200, ประเทศไทย เชียงใหม่","['Breakfast SetA', 'Korean Peach Presso']",08:00 - 17:00,,1,150,"['attentive', 'fresh', 'lovely']",2,8,True,True,,False,,,
ขนมปัง โชกุปังพรีเมี่ยม By Oh My Loaf,4.0,1,"4, หนองจ๊อม สันทราย เชียงใหม่ เชียงใหม่","['โชกุปังรสช๊อคโกแลตคิทแคท', 'บราวนี่เนื้อหนึบ\nบราวนี่ชิววี่เนื้อนุ่มหนึบ ฉ่ำ ไม่หวานมาก', 'ข้าวไข่ข้นแฮม-เบคอน\nข้าวไข่ข้นนุ่มๆ ท๊อปปิ้งเบคอนและแฮม', 'ข้าวไข่ข้นปูอัด-ไส้กรอก\nทางร้านแยกน้ำปลาพริกไป ไม่ราดบนข้าวดังภาพ', 'ข้าวไข่ข้นสามชั้นคั่วพริกเกลือ\nสามารถเลือกเป็นหมูชิ้นหรือหมูสับได้']",09:00 - 18:00,09:00 - 17:00,22,,['fresh'],0,0,,,,False,True,,
SWN.CNX Special with nature,3.8,5,"108, หางดง, อำเภอหางดง, จ.เชียงใหม่, 50230, ประเทศไทย เชียงใหม่",['Ame Orange'],08:00 - 17:00,,1,40,"['attentive', 'fresh', 'value for money']",1,4,True,True,,False,,,
กรอบสเตชั่น KROB Station (กรอบสเตชั่น-คอร์นดอก ครอฟเฟิล เฟรนฟราย),4.3,4,47/1-2 ถ.อารักษ์ ตำบลศรีภูมิ อำเภอเมืองเชียงใหม่ เชียงใหม่ ประเทศไทย เชียงใหม่ (ร้านสีส้ม),"['คอร์นดอกชีสมอซซาเรลล่า มันฝรั่งลูกเต๋า', 'คอร์นดอกชีสมอซซาเรลล่า เกล็ดขนมปัง', 'เฟรนช์ฟรายคลุก\nเฟรนช์ฟรายคลุก', 'คอร์นดอกไส้กรอกไก่ มันฝรั่งลูกเต๋า', '[อร่อยซ่ากับโค้ก] คอร์นดอก เกล็ดขนมปัง + โค้กกระป๋อง\nรับโค้ดส่วนลดค่าอาหารเพิ่ม กดรับสิทธิ์ได้ที่ add line : @cocacola', 'คอร์นดอกไส้กรอกไก่+ชีส เกล็ดขนมปัง', 'คอร์นดอกไส้กรอกไก่+ชีส มันฝรั่งลูกเต๋า']",11:00 - 19:30,23:00 - 23:30,1,,"['attentive', 'good quality', 'delicious', 'soft', 'fresh', 'lovely']",0,0,,,,False,True,,
โตเกียวไส้ทะลัก(Super Tokyo),3.3,4,RX3H+JM8 ตำบลช้างเผือก อำเภอเมืองเชียงใหม่ เชียงใหม่ ประเทศไทย เชียงใหม่,"['เซตรวมเบบี๋สายหวาน\nไส้หวาน 5 ชิ้น คือ ช๊อกโกแลต สังขยาใบเตย คัสตาร์ดไข่ สตอเบอร์รี่ บลูเบอรี่', 'โตเกียวไส้ฝอยทองข้าวโพด\nโตเเกียวไส้ฝอยทองข้าวโพด', 'โตเดียวพิซซาฮาวายเอี้ยน', 'โตเกียวไข่ แฮม ชีส\nไข่ แฮม ชีส', 'โตเกียวไส้ครีม']",10:00 - 23:30,10:00 - 23:30,1,,[],0,0,True,,,False,True,,
Later On Cafe' (เลทเทอออนคาเฟ่),3.7,12,60/1 ถ.หน้าวัดเกตุ เชียงใหม่,"['sunday morning\nเลม่อนโซดาท้อปด้วยเอสเปสโซ่', 'creamcroft\nอเมริกาโน่เย็ท้อปด้วยวานิลลาครีม', 'creamcroft\nอเมริกาโน่เย็ท้อปด้วยวานิลลาครีม', 'tiramisu cup', 'banoffee cup', 'black coconut', 'chocolate fudge with strawberries box']",09:30 - 17:30,,2,40,"['attentive', 'delicious', 'soft', 'fresh', 'warm', 'fragrant', 'value for money', 'good service', 'lovely']",0,0,True,True,,False,True,,
ซาซากิ,3.7,3,"34/3, สุเทพ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่","['เค้กช็อคโกแลต', 'ขนมปังฝอยทอง', 'สังขยาใบเตย', 'ขนมปังเนยกระเทียม', 'ขนมปังครีมนมฮอกไกโด', 'ขนมปังกระเทียมครีมชีส', 'เค้กช็อคโกแลตลาวา', 'เค้กฮอกไกโดลาวา', 'พุดดิ้งมะพร้าวอ่อน']",07:00 - 19:00,08:30 - 19:00,1,ไม่มีที่นั่ง/จัดส่งเท่านั้น,"['beautiful', 'delicious']",0,0,True,True,,False,True,,
บ้านอิงดาวแม่กำปอง (Baaningdao),3.2,8,เชียงใหม่,,08:00 - 17:30,,1,40,"['soft', 'fresh', 'lovely', 'fragrant']",0,0,True,True,,False,,True,True
หมอกหลวง,3.7,46,ขับตาม GPS มาได้เลย เชียงใหม่,"['หมูอบหมอกหลวง', 'มอคค่า', 'กาแฟหมอกหลวง แกะดำหม้อไฟ เครปกล้วยหอม หมูอบ ปลากระพง แกงป่า แกงส้ม', 'ปลากะพงทอดน้ำปลา', 'ส้มตำลาว', 'ส้มตำไทย', 'ปลากระพงทอดน้ำปลา', 'ไก่ทอดน้ำปลา', 'หมูมะนาว', 'ปลาคังผัดฉ่า', 'Espresso Hot', 'Espresso Iced', 'Espresso Blended', 'Americano Hot', 'Americano Iced']",09:00 - 21:00,,2,40,"['attentive', 'delicious', 'soft', 'good atmosphere', 'worth it', 'enjoyable', 'fresh', 'fragrant', 'value for money', 'beautiful', 'lovely']",21,173,True,True,True,,True,,
Croffle.hour ครอฟเฟิล อาวเวอร์ (ครอฟเฟิล อาวเวอร์),4.0,1,"177, ช้างเผือก ศรีภูมิ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (หน้าท็อปส์ ร้านสีเขียวอ่อน มีดอกไม้หน้าร้าน)","['Original\nครอฟเฟิล ออริจินอล โรยไอซ์ซิ่ง', 'Nutella\nครอฟเฟิล นูเทลล่าแท้ โรยหน้าด้วยผงโกโก้ เข้มข้น', 'Tiramisu\nครอฟเฟิล หน้าวิปครีม หอมนุ่ม โรยหน้าด้วยผงโกโก้', 'Brown sugar\nครอฟเฟิล วิปครีม หอมละมุน โรยด้วยน้ำตาล บราวน์ชูก้า', 'Oreo\nครอฟเฟิล วิปครีม หอมนุ่ม แต่งหน้าด้วย โอริโอ้ 100%']",10:00 - 17:30,10:00 - 17:30,27,,['delicious'],0,0,True,False,False,False,True,,
Beard Papa's (เบียร์ด ปาป้าส์),4.0,2,"KG02/2 ชั้น G , หมู่ 4 ฟ้าฮ่าม เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (หน้าออฟฟิศเมท ตรงประตูทางเข้า ที่จอดรถ ซุปเปอร์คาร์)","['DIY PUFF SET 4 PCS', 'chocolate Crunch', 'DIY PUFF SET 2 PCS', 'Choux Rusk', 'มินิพัฟ วนิลาคัสตาร์ด']",10:00 - 20:30,10:00 - 20:30,22,,"['attentive', 'delicious', 'fragrant', 'nice-looking', 'value for money']",0,0,True,,,False,True,,
เบบี้มายด์เครปบุฟเฟ่ต์,4.0,2,ตั้งอยู่ตรงข้ามร้านแก๊ส ก่อนไฟแดงโชตนาราชภัฏเชียงใหม่ เชียงใหม่,,18:00 - 21:00,,1,,[],0,0,True,,,False,,,
Brecht (เบรชธ์),3.2,7,เลขที่ 52/1 ซ.1 ถนน ระแกง เชียงใหม่,"['Triple dark croissant', 'Ham cheese croissant', 'Sticky nutty croissant', 'Almond croissant', 'Plain Croissant + Coffee\nPlain Croissant + Hot/Iced Americano', 'Almond croissant', 'Plain Croissant + Coffee\nPlain Croissant + Hot/Iced Americano', 'Americano', 'Carrot cake', 'Dark Chocolate fudge cake']",07:30 - 17:00,07:30 - 17:00,2,40,"['attentive', 'delicious', 'soft', 'ugly', 'not tasty', 'fresh', 'fragrant', 'value for money', 'good service', 'lovely']",0,0,True,,,,True,,
A&C BAKERY,4.0,4,"19/1, ซอยกำแพงดิน 1, ช้างม่อย, อำเภอเมืองเชียงใหม่, จ.เชียงใหม่, 50300, ประเทศไทย เชียงใหม่","['Curry\nขนมปังไส้แกงกะหรี่หมู สไตล์ญี่ปุ่นแบบทอด', 'Pineapple Danish\nเดนิช หน้าสับปะรดและครีมคัสตาร์ด', 'Croissant\nครัวซองเนยสด', 'Croissant chocolate\nครัวซองช้อคโกแลต', 'Almond Danish\nเดนิช อัลมอนด์ครีม', 'Cinnamon roll\nเดนิช ผงซีนาม่อน หรือ อบเชยบ้านเรา หอม หวาน อร่อยนุ่มลิ้น', 'm', 'Bacon egg sandwich\nขนมปังฝรั่งเศส ใส่ไข่ต้ม เบคอน ผักสลัด มะเขือเทศ ชีส มาสตาร์ด มายองเนส เป็นแซนด์วิชที่กินแล้วคุ้มมาก อร่อย กรอบ กลมกล่อม', 'ชาไทยเย็น ชาเขียวเย็น\nชาไทยเย็น ชาเชียว หอมกลมกล่อม', 'Iced cappuccino\nคาปูชิโน่เย็น ไม่ใส่นำ้ตาล หรือใส่ ระบุได้', 'ลาตเต้เย็น', 'คาปูชิโน่ เย็น']",09:00 - 16:00,09:00 - 16:00,1,40,"['attentive', 'good service', 'fragrant', 'delicious']",0,0,True,True,,False,True,,
